5c3ff634-b46a-46a2-b051-35f084b9a16f,( + ),( B ),Candida dubliniensis,1.87,Candida dubliniensis,1.85
9e5faf94-c906-48e9-9647-5cb4b31c49ae,( - ),( C ),not reliable identification,1.65,not reliable identification,1.55
29b21820-98b9-4855-8855-362b0fc43fcc,( + ),( B ),Gardnerella vaginalis,1.92,Gardnerella vaginalis,1.71
2e37346f-3231-49d6-906d-1c2658ae9acb,( + ),( B ),Streptococcus pyogenes,1.91,Streptococcus dysgalactiae,1.91
aed7b8c7-90f2-4ea8-85d8-8934c44a3cf2,( ++ ),( A ),Corynebacterium tuberculostearicum,2.05,Corynebacterium tuberculostearicum,1.95
a7e249ac-3957-499a-a687-5616f3f06a13,( + ),( B ),Corynebacterium kroppenstedtii,1.97,Corynebacterium kroppenstedtii,1.77
a230c600-bac6-4b03-b102-961964b6dbda,( ++ ),( A ),Corynebacterium kroppenstedtii,2.09,Corynebacterium kroppenstedtii,1.88
e03a2ac7-1336-497c-830c-097060b631c7,( - ),( C ),not reliable identification,1.36,not reliable identification,1.29
e77af2a2-eb38-4feb-a86b-09f884224ad4,( +++ ),( B ),Neisseria subflava,2.42,Neisseria subflava,2.32
eacd8d44-c46b-4049-accc-e636efb28403,( ++ ),( A ),Actinomyces turicensis,2.1,Actinomyces turicensis,2.08
ebe3e1f5-69c6-4652-855e-55aea446381f,( + ),( B ),Streptococcus gallolyticus,1.82,Streptococcus gallolyticus,1.81
f2f6b81c-4002-4b37-bc03-2291bf54cd40,( - ),( C ),not reliable identification,1.53,not reliable identification,1.43
61ca5c24-8cb1-471e-88e2-dee88cb432c6,( + ),( B ),Staphylococcus haemolyticus,1.71,not reliable identification,1.67
62691760-5fe4-410d-b36a-2c400efea4e8,( + ),( B ),Staphylococcus haemolyticus,1.84,Staphylococcus haemolyticus,1.74
812335ff-9c4a-4c5d-99a6-27390e50fe0e,( +++ ),( A ),Staphylococcus aureus,2.38,Staphylococcus aureus,2.37
9eecea89-79f0-4345-b282-0ab11f2228e8,( ++ ),( A ),Escherichia coli,2.29,Escherichia coli,2.25
ac46c4ab-fa49-4a2a-b2b5-ed240f58ffac,( ++ ),( A ),Stenotrophomonas maltophilia,2.24,Stenotrophomonas maltophilia,2.04
b0068d50-3d84-4cb0-a1f2-7a0ee372f96a,( +++ ),( A ),Escherichia coli,2.44,Escherichia coli,2.42
b9d7fea7-6113-49ca-b69d-f8c9083c7386,( +++ ),( B ),Klebsiella pneumoniae,2.34,Klebsiella pneumoniae,2.32
