187e51e6-331a-447e-b749-669bbb3cc4ac,( +++ ),( A ),Escherichia coli,2.48,Escherichia coli,2.42
249457da-cf8a-4932-acf9-bd856da5eedb,( ++ ),( B ),Streptococcus mitis,2.27,Streptococcus pneumoniae,2.24
302625b2-1f49-420d-b9b7-51aaf39edfff,( +++ ),( A ),Morganella morganii,2.6,Morganella morganii,2.55
467f7e4d-2ac4-4f8c-a4e9-46131e8892c7,( ++ ),( A ),Staphylococcus epidermidis,2.18,Staphylococcus epidermidis,2.13
5a44ac68-c02b-444d-91e9-fa94b3254794,( +++ ),( A ),Escherichia coli,2.47,Escherichia coli,2.45
5b9e6e6d-5efc-48c5-80a4-25d2d8e3804d,( + ),( B ),Staphylococcus haemolyticus,1.83,Staphylococcus haemolyticus,1.82
60a62afa-9288-4c50-8a99-263f581f5857,( ++ ),( A ),Lactobacillus jensenii,2.22,Lactobacillus jensenii,2.12
62f96cbe-db76-4536-abd2-dcef4bf69c2a,( +++ ),( A ),Staphylococcus hominis,2.4,Staphylococcus hominis,2.39
6890e5eb-dbec-464a-bcd3-d7b07467467e,( ++ ),( A ),Staphylococcus epidermidis,2.13,Staphylococcus epidermidis,2.01
6f534a4e-149a-4c8f-be1b-e2eaceb2f499,( ++ ),( A ),Actinotignum schaalii,2.17,Actinotignum schaalii,2.08
9fb8a7f2-9a3d-4f01-b146-40a891fb9613,( +++ ),( A ),Enterococcus faecium,2.51,Enterococcus faecium,2.49
a7b12409-3348-4ffd-9058-5d4de9c1810f,( ++ ),( A ),Staphylococcus epidermidis,2.07,Staphylococcus epidermidis,2.04
a7de70ac-c877-4806-839d-43d2452b0ba7,( +++ ),( B ),Actinotignum schaalii,2.39,Actinotignum schaalii,2.25
aa5f3023-6e63-4979-8e99-860d204e052e,( + ),( B ),Staphylococcus haemolyticus,1.9,Staphylococcus haemolyticus,1.79
b680f875-43f6-406d-b5c3-0b701eb3b54b,( ++ ),( A ),Actinomyces neuii,2.22,Actinomyces neuii,2.2
b73e2c46-5843-4da5-b169-04c3db82c099,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.15
c2ce0d20-90c3-4513-851c-b046428bf4f4,( ++ ),( A ),Streptococcus agalactiae,2.22,Streptococcus agalactiae,2.18
c5b1bde4-8c43-454c-872b-9c8b4f70d62e,( +++ ),( B ),Klebsiella pneumoniae,2.34,Klebsiella pneumoniae,2.31
c5dec8cc-a40a-4935-bf77-37173a9649ca,( +++ ),( A ),Escherichia coli,2.35,Escherichia coli,2.35
e5e5ff9a-0f2d-443b-b459-57454d505c2c,( +++ ),( A ),Escherichia coli,2.41,Escherichia coli,2.4
e72137ef-8d77-4973-b626-1f30ed093a1b,( +++ ),( A ),Enterococcus faecalis,2.46,Enterococcus faecalis,2.44
4be2cd41-f340-4d8f-a209-0abf9d0281f9,( +++ ),( B ),Klebsiella pneumoniae,2.4,Klebsiella pneumoniae,2.33
9519f43f-5fdc-4902-81e6-a62000925e66,( +++ ),( B ),Klebsiella pneumoniae,2.52,Klebsiella pneumoniae,2.51
a86b4072-5c57-449e-a305-8f0cd5c95a2a,( +++ ),( B ),Klebsiella pneumoniae,2.48,Klebsiella pneumoniae,2.48
c845c762-0d54-4e15-959e-0bd6dd5c7848,( +++ ),( A ),Proteus mirabilis,2.57,Proteus mirabilis,2.54
cd2e4d66-07e9-4064-b556-bf6e80e9c594,( +++ ),( B ),Klebsiella pneumoniae,2.45,Klebsiella pneumoniae,2.42
462600e5-214d-4a81-bc35-66a97941b6b3,( +++ ),( A ),Staphylococcus aureus,2.49,Staphylococcus aureus,2.48
734df09b-9a2e-49f4-b31f-ad3408b4bac1,( ++ ),( A ),Staphylococcus epidermidis,2.18,Staphylococcus epidermidis,2.17
88c54327-1f02-42aa-9168-05456bd57de2,( ++ ),( A ),Staphylococcus epidermidis,2.17,Staphylococcus epidermidis,2.11
8e44bb7a-0aa0-4eb8-84ab-f436ef163eec,( + ),( B ),Staphylococcus epidermidis,1.98,Staphylococcus epidermidis,1.96
c99a25b9-4db9-47a9-8cab-4627cddef75f,( ++ ),( C ),Klebsiella oxytoca,2.27,Klebsiella oxytoca,2.22
e0a0b446-49de-4d01-b077-33d06c8b6640,( +++ ),( A ),Staphylococcus aureus,2.47,Staphylococcus aureus,2.4
fbd3a5ee-c653-46e5-b610-1e6f84813ae1,( ++ ),( A ),Staphylococcus epidermidis,2.03,Staphylococcus epidermidis,1.92
081d6974-15db-45a1-b1b3-6579940a5c6e,( +++ ),( A ),Enterococcus faecium,2.34,Enterococcus faecium,2.29
3a304861-4d3b-4a51-b4a0-636a01d0ad83,( ++ ),( B ),Proteus vulgaris,2.14,Proteus hauseri,2.08
676a032f-9d8f-4984-b7a1-fa1693e9270a,( +++ ),( B ),Proteus vulgaris,2.3,Proteus vulgaris,2.13
920fd646-de85-4a54-8027-7da0e447d8cc,( +++ ),( A ),Proteus mirabilis,2.45,Proteus mirabilis,2.28
a6d7380e-ee1f-4ebd-a025-290a5f200d21,( +++ ),( A ),Escherichia coli,2.5,Escherichia coli,2.35
05062bb0-ed2e-4910-8493-dd3bf42826e1,( ++ ),( A ),Klebsiella pneumoniae,2.24,Klebsiella pneumoniae,2.19
0ddd3ac5-c823-46fc-bad3-3dcd6a853b06,( + ),( B ),Staphylococcus epidermidis,1.97,Staphylococcus epidermidis,1.78
6b865754-a865-45a9-8cd9-e8f0427d912f,( ++ ),( B ),Enterobacter cloacae,2.23,Enterobacter cloacae,2.14
6d99c20c-7129-49c7-91f4-aa0b3d204a2c,( ++ ),( B ),Enterobacter cloacae,2.27,Enterobacter hormaechei,2.13
6ef2b06a-4b52-4c05-8d92-6fc8f563d43d,( + ),( B ),Staphylococcus epidermidis,1.98,Staphylococcus epidermidis,1.7
941e6f57-2d2b-434d-b9d0-a83bcd4f609b,( ++ ),( C ),Klebsiella pneumoniae,2.28,Klebsiella pneumoniae,2.25
07749722-1f84-4ffc-ad63-f0022e276e17,( +++ ),( A ),Escherichia coli,2.38,Escherichia coli,2.32
