6682061d-893a-4674-88f9-254a898ce085;( ++ );( A );Escherichia coli;2;Escherichia coli;1.97;
7a3ccc02-c884-4997-ba42-736b171fa99e;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.38;
7c60c458-46b1-4ccd-8438-c3d2d8888edf;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.35;
2017-08-03T11-04-50;( +++ );( B );Escherichia coli;2.4;Escherichia coli;2.33;
2017-08-03T11-04-50;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.35;
2017-08-03T11-04-50;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.34;
2017-08-03T11-04-50;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.31;
2017-08-03T11-04-50;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.35;
2017-08-03T11-04-50;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.37;
2017-08-03T11-04-50;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.35;
2017-08-03T11-04-50;( +++ );( B );Escherichia coli;2.34;Escherichia coli;2.29;
2017-08-03T11-04-50;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.34;
e28ed7f1-4e64-4a94-ab96-79592a61a979;( - );( C );no peaks found ;<0;no peaks found ;<0;
6fbe1e9f-e9ec-492f-8c8f-f82019de4dee;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.11;
1bcfa784-70f8-417e-ad44-c309e1cb073c;( - );( C );not reliable identification;1.4;not reliable identification;1.36;
26f164f5-036b-4c70-a24d-03fc07b936f1;( - );( C );not reliable identification;1.36;not reliable identification;1.36;
5acfb320-1e17-4550-bb02-8f341d1cf66f;( + );( B );Gardnerella vaginalis;1.87;Gardnerella vaginalis;1.78;
5e54f22e-ab99-48a8-ad81-2fd321deb324;( + );( B );Haemophilus influenzae;1.93;Haemophilus influenzae;1.93;
7a588b4b-1b38-4bba-8718-49ea22611284;( - );( C );not reliable identification;1.38;not reliable identification;1.32;
87710d45-bc62-4852-9864-b3752a6c6d75;( - );( C );not reliable identification;1.33;not reliable identification;1.32;
b6e29bc5-f498-4441-9d7d-3a468d5af9ba;( + );( B );Gardnerella vaginalis;1.71;not reliable identification;1.69;
cb3fdceb-a6d5-4218-9d6b-b18dd929e826;( + );( B );Gardnerella sp;1.72;Gardnerella vaginalis;1.7;
0aef37c2-4992-46e7-84fd-0974023c7f11;( - );( C );not reliable identification;1.29;not reliable identification;1.27;
390d9fc7-bccc-4ac8-9f2f-239746c28888;( - );( C );not reliable identification;0.95;not reliable identification;0.92;
799d1035-b225-418b-b4d0-658dca7a0b9b;( - );( C );not reliable identification;1.26;not reliable identification;1.24;
8d65d97c-5041-40a0-9eca-e49f8467e0d0;( - );( C );not reliable identification;1.37;not reliable identification;1.18;
904e3a7b-058c-44b0-9eca-960e50e8f8cb;( - );( C );not reliable identification;1.04;not reliable identification;1;
9df30d0b-4228-4bfe-958b-184423aa9e9e;( - );( C );not reliable identification;0.98;not reliable identification;0.94;
daaded0f-fe8c-41c7-b15b-f22505ed66b8;( - );( C );not reliable identification;1.02;not reliable identification;0.96;
fcdf8377-baf8-44cd-b57f-06b3ee86ba4e;( - );( C );not reliable identification;1.49;not reliable identification;1.18;
0be19623-7cbc-4c11-8f04-2a8f0a6d011f;( ++ );( B );Streptococcus mitis;2.26;Streptococcus mitis;2.12;
1445358d-af95-4038-9c45-4d672d5658e1;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.38;
801dab1a-2075-4bac-a10f-d4f2f85f87f4;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.43;
172c2b9a-cb56-4094-b976-86a9a563bcc3;( +++ );( A );MIX!Enterococcus faecium;2.44;Enterococcus faecium;2.39;
182d52c4-51d4-4920-84de-5df7c0f7f3f5;( ++ );( A );Escherichia coli;2.24;Escherichia coli;2.24;
451ff60d-e890-4098-aebe-758f9e809f53;( +++ );( A );Enterococcus faecium;2.4;Enterococcus faecium;2.18;
47d94e91-0144-46a9-af13-692252bc544f;( +++ );( A );Staphylococcus hominis;2.36;Staphylococcus hominis;2.31;
52a5e47a-af2e-4656-b024-d45a5020aeb1;( +++ );( A );Escherichia coli;2.3;Escherichia coli;2.25;
930e680b-c165-4dad-a173-491d7ae269bd;( ++ );( B );Streptococcus pneumoniae;2.15;Streptococcus oralis;2.14;
9378b989-f437-4f02-adaa-9c62ca69efdd;( ++ );( B );Serratia marcescens;2.25;Serratia marcescens;2.21;
9bf1a973-58c6-4566-a020-a97b7c2a1d62;( ++ );( B );Serratia marcescens;2.25;Serratia marcescens;2.19;
a760d27d-6ddf-4000-95e3-314459bca051;( ++ );( B );Streptococcus oralis;2.15;Streptococcus oralis;2.1;
baefa0e0-123c-4563-a70e-d53a40c17459;( +++ );( A );Staphylococcus hominis;2.35;Staphylococcus hominis;2.3;
c54f1a92-913e-44f0-952f-b936c660ca3d;( ++ );( A );Staphylococcus hominis;2.27;Staphylococcus hominis;1.95;
fda0c080-eed9-42e0-b1eb-5cd27af743f6;( ++ );( A );Staphylococcus hominis;2.27;Staphylococcus hominis;1.95;
05cbeed9-2432-4153-ae6a-ee94a277ee6d;( ++ );( B );Streptococcus dysgalactiae;2.27;Streptococcus canis;2.2;
0e7fbfdb-5c20-44b5-a5ee-3a8a5e7a7c68;( + );( B );Gardnerella vaginalis;1.94;Gardnerella sp;1.88;
1866d351-7641-43ad-a412-f9cdf8d071d7;( +++ );( C );MIX!Lactobacillus iners;2.66;Gardnerella vaginalis;2.17;
1a092bec-4ede-4628-96e4-163033087223;( ++ );( A );Arthrobacter cumminsii;2.01;Arthrobacter cumminsii;1.89;
5e12944c-de96-4357-8cc5-8f660fbd9632;( +++ );( A );Streptococcus agalactiae;2.45;Streptococcus agalactiae;2.37;
5ed04f0b-5d3a-4c38-a881-94984bf95c39;( +++ );( A );Staphylococcus aureus;2.53;Staphylococcus aureus;2.52;
754081fb-f8d1-4ca4-8d4a-50cf9a70b313;( +++ );( A );Gardnerella vaginalis;2.61;Gardnerella vaginalis;2.6;
77ee160b-5734-4daa-9252-8c61f1ffea7e;( +++ );( A );Gardnerella vaginalis;2.39;Gardnerella vaginalis;2.35;
7bccc26d-caec-48d0-ba39-dadf70d509ed;( ++ );( A );Gardnerella vaginalis;2.24;Gardnerella vaginalis;2.08;
830697f0-882d-4797-9a34-d5d9c9f20c8e;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.41;
90d69d0f-a559-4b40-942f-202ba9037618;( +++ );( A );Streptococcus agalactiae;2.41;Streptococcus agalactiae;2.41;
9d05209e-10fe-49eb-85e8-b8fe793381e3;( ++ );( A );Staphylococcus hominis;2.19;Staphylococcus hominis;2.18;
b75a2fe0-31a9-46d5-b38e-df2b6c68f6f3;( ++ );( A );Lactobacillus rhamnosus;2.28;Lactobacillus rhamnosus;2.26;
ca639d0a-63f7-40f1-bd77-a10820e97758;( ++ );( A );Haemophilus haemolyticus;2.27;Haemophilus haemolyticus;2.26;
cf41fac8-62fd-4cfa-8bcc-89554c5384ae;( +++ );( A );Lactobacillus rhamnosus;2.46;Lactobacillus rhamnosus;2.44;
eedb1692-8042-4d30-a18c-3ddde81eb850;( ++ );( A );Gardnerella vaginalis;2.08;Gardnerella vaginalis;2.08;
29726ad0-2ac6-4a49-a317-fe5a6b145322;( - );( C );no peaks found ;<0;no peaks found ;<0;
