18c9b518-bc27-425f-b7c0-888ca1f642d6,( +++ ),( A ),Haemophilus parainfluenzae,2.4,Haemophilus parainfluenzae,2.36
36ad697f-3982-400b-bec5-058669d067fb,( +++ ),( A ),Escherichia coli,2.55,Escherichia coli,2.53
70c874cc-5d07-4db3-9a6b-3f8fd13f611c,( ++ ),( A ),Streptococcus pneumoniae,2,Streptococcus pneumoniae,1.93
77a66751-e776-43a9-811d-299fdd86c29c,( ++ ),( C ),Lactobacillus rhamnosus,2.25,Lactobacillus rhamnosus,2.18
8d117142-d60a-414f-abeb-9980262eb78c,( +++ ),( A ),Escherichia coli,2.46,Escherichia coli,2.4
b24759c8-27c3-4b4a-9f58-7314e0ec0e8d,( +++ ),( A ),Haemophilus influenzae,2.42,Haemophilus influenzae,2.38
e6029654-5257-444d-9bc2-f94af79a8da4,( ++ ),( A ),Serratia marcescens,2.18,Serratia marcescens,2.15
013cec2e-65db-4a4a-afa1-5ec27c4a58fb,( +++ ),( A ),Staphylococcus aureus,2.44,Staphylococcus aureus,2.41
560837c3-d63a-4a91-9db4-2d77691f9c3f,( + ),( B ),Eikenella corrodens,1.84,Eikenella corrodens,1.83
690fd2c4-a1ae-4fd5-8876-9ee58d9d16f9,( ++ ),( A ),Streptococcus massiliensis,2.29,not reliable identification,1.52
8f3e15a9-9edd-44eb-b8ed-d8720a1cf295,( +++ ),( A ),Streptococcus agalactiae,2.31,Streptococcus agalactiae,2.3
9adc01bc-7481-4bd9-ab2a-bf0d565a1fd3,( + ),( B ),Eikenella corrodens,1.79,not reliable identification,1.63
c7d7b3eb-2595-4902-80e8-9dec97100dda,( +++ ),( A ),Streptococcus agalactiae,2.41,Streptococcus agalactiae,2.36
d4f901fc-b6ad-4999-97bc-c220ec75efed,( + ),( B ),Staphylococcus warneri,1.97,Staphylococcus warneri,1.95
f7e43a9c-782d-477b-90d9-dc0aca1d31f0,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.34
1098a397-f4bc-4de3-9e72-c927a824a915,( ++ ),( A ),Candida albicans,2.05,Candida albicans,2.04
256eaf2c-d266-4efd-8f32-6e9bdd996269,( +++ ),( A ),Staphylococcus hominis,2.3,Staphylococcus hominis,2.2
2df47dd0-9191-413a-b5f4-6c01e64a38bf,( +++ ),( B ),Streptococcus pneumoniae,2.3,Streptococcus pneumoniae,2.29
5c4564f8-6d36-4111-8c9e-e46cdb529af8,( +++ ),( A ),Streptococcus pneumoniae,2.41,Streptococcus pneumoniae,2.33
5c8678c3-aac4-4a9e-b654-c5d9bf6f58b3,( ++ ),( A ),Staphylococcus epidermidis,2.29,Staphylococcus epidermidis,2.17
86d581f3-a430-438c-9cbc-98d770af2f85,( ++ ),( A ),Staphylococcus epidermidis,2.2,Staphylococcus epidermidis,2.12
a61cd80b-c68c-4a5e-a93f-080683eb778d,( ++ ),( A ),Staphylococcus epidermidis,2.23,Staphylococcus epidermidis,2.13
b35b1d1d-da01-4628-9333-696b8111fca4,( +++ ),( A ),Staphylococcus epidermidis,2.31,Staphylococcus epidermidis,2.19
d6df8460-7128-4279-a28b-3703222cf339,( ++ ),( A ),Staphylococcus epidermidis,2.25,Staphylococcus epidermidis,2.17
e43ca6a9-bda1-4c3a-9d81-599cd8440333,( ++ ),( B ),Candida albicans,2.2,Candida albicans,2.17
fb129dbf-09b4-4818-9115-7119fb0ade59,( +++ ),( A ),Staphylococcus hominis,2.33,Staphylococcus hominis,2.21
1ee0f47c-dd31-4301-a164-ede94a76167a,( +++ ),( A ),Escherichia coli,2.4,Escherichia coli,2.36
37668eb6-e1ad-4630-9494-cacfff415b57,( ++ ),( B ),Aeromonas media,2.23,Aeromonas hydrophila,2.21
4f11198e-5ee6-4a21-8967-cafd00a11514,( +++ ),( A ),Acinetobacter calcoaceticus,2.34,Acinetobacter calcoaceticus,2.26
534486b7-815c-4548-9351-655a7d2ab75b,( ++ ),( B ),Aeromonas hydrophila,2.09,Aeromonas media,2.08
56312c79-8431-4ea7-ac09-44cb3faa762c,( ++ ),( B ),Aeromonas caviae,2.16,Aeromonas veronii,2.15
589d86df-587b-4d49-94b0-f5408648901c,( +++ ),( A ),Serratia rubidaea,2.32,Serratia rubidaea,2.22
5eed4bea-7ec4-4824-8db3-cdf3107097bd,( ++ ),( A ),Micrococcus luteus,2.21,Micrococcus luteus,2.21
6cc8e100-bbf6-4d6b-a692-25a0b7b1f488,( +++ ),( A ),Escherichia coli,2.37,Escherichia coli,2.35
700af05e-ac99-4fbb-99bc-d95305292b01,( ++ ),( B ),Aeromonas media,2.18,Aeromonas veronii,2.13
732eb638-60ec-48d4-996e-a25bc7dc5804,( ++ ),( B ),Aeromonas media,2.18,Aeromonas veronii,2.17
9dccdb83-c0b5-4da5-8a0a-42cb9795b7fe,( - ),( C ),no peaks found,< 0,no peaks found,< 0
9fb481b9-e68c-4a08-8b3f-b38b8ad9a6c9,( +++ ),( A ),Escherichia coli,2.34,Escherichia coli,2.34
abf289ea-f83a-4681-bc41-3fe439a86d4e,( ++ ),( A ),Micrococcus luteus,2.13,Micrococcus luteus,2
ac411de3-3f2f-44c3-a351-7de5eee0a35e,( ++ ),( A ),Micrococcus luteus,2.11,Micrococcus luteus,2.09
b00a4ea1-7ef8-4fb3-9106-e3a5d98f1770,( ++ ),( B ),Aeromonas veronii,2.17,Aeromonas veronii,2.17
b134cc46-81ba-428a-9ea2-a8c18593e96d,( ++ ),( B ),Aeromonas salmonicida,2.18,Aeromonas eucrenophila,2.08
d267ea6a-d655-4092-aa95-17b2a6c49b74,( + ),( B ),Moraxella_sg_Moraxella osloensis,1.96,Moraxella_sg_Moraxella osloensis,1.88
d4332687-c4e1-4892-b891-9f23fff9a193,( +++ ),( B ),Klebsiella pneumoniae,2.38,Klebsiella pneumoniae,2.35
f7cd9653-f091-40d8-a015-efcafbffdee7,( +++ ),( B ),Citrobacter freundii,2.36,Citrobacter freundii,2.27
f919cbb0-f03b-4aee-b9aa-d14c36fea8db,( +++ ),( B ),Enterobacter cloacae,2.47,Enterobacter cloacae,2.38
088a7ed4-2d92-488b-a8b1-854374c0edc8,( ++ ),( A ),Gardnerella vaginalis,2.15,Gardnerella vaginalis,2.13
0f4cabb2-e26b-4a80-b220-31430c6416c4,( ++ ),( A ),Lactobacillus paracasei,2.15,Lactobacillus paracasei,2.09
13f230ef-a38c-48aa-91df-a2e447f40d94,( +++ ),( B ),Lactobacillus gasseri,2.44,Lactobacillus gasseri,2.37
32e2f357-0dc6-46c7-9595-cff9d4d752ad,( ++ ),( A ),Candida albicans,2.14,Candida albicans,2.13
7803ebd3-c439-41d1-9374-94fe551392d3,( + ),( B ),Bifidobacterium breve,1.9,Bifidobacterium breve,1.73
96a28f92-3151-465d-9387-0d048f01881c,( ++ ),( A ),Bifidobacterium breve,2.17,Bifidobacterium breve,2.08
a0305b4b-55f8-4154-a48d-dd0007b4cedb,( +++ ),( A ),Gardnerella vaginalis,2.49,Gardnerella vaginalis,2.48
a1f98d92-df82-4f0b-8d7c-ab102627a709,( +++ ),( A ),Escherichia coli,2.52,Escherichia coli,2.44
