#  Escherichia_coli
"mass.reference_peaks." "intensity.reference_peaks."
2082.66862404254 0.923006054224796
2104.00216518993 0.963806264806528
2181.66662184119 0.992761252961306
2384.06577163357 0.916556988681232
2547.13114328823 0.940379047117663
2689.68815225542 0.997236114767044
2834.15289336953 0.943801000263227
2997.74188052743 0.92866543827323
3127.53493050867 0.992629639378784
3157.91201187541 0.992103185048697
3184.13042565507 0.970781784680179
3205.67155159005 0.958936562253225
3579.74869899397 0.981968939194525
3637.85567603512 0.989865754145828
3936.88245945781 0.989602526980784
4186.09046065832 0.91102921821532
4366.29295888589 0.99921031850487
4439.77172908688 0.925375098710187
4498.59606761037 0.991971571466175
4614.88658126447 0.991050276388523
4776.48819908753 0.994472229534088
5071.25861494449 0.913661489865754
5098.41995902057 0.962884969728876
5152.05565408894 0.98315346143722
5383.19362625444 0.998552250592261
5727.4878120246 0.944064227428271
6257.55683998467 0.991971571466175
6318.08460384911 0.996051592524348
6413.61011924919 0.991181889971045
7160.68293611633 0.988549618320611
7276.19750476075 0.992234798631219
7335.80692388935 0.907475651487234
7873.61950259968 0.985654119505133
8120.68162007819 0.904843379836799
8878.04159218501 0.96933403527244
8995.64373432157 0.989076072650698
9228.45727139528 0.994209002369045
10140.1853566633 0.966306922874441
10301.7186518711 0.991313503553567
11451.8325575492 0.934719663069229
