23aa02fc-fa49-4959-9c54-14819d7a4c3b;( ++ );( A );Staphylococcus warneri;2.1;Staphylococcus warneri;1.93;
72694635-78cf-4365-9798-920d30658ec5;( ++ );( A );Staphylococcus warneri;2.18;Staphylococcus warneri;1.94;
34939221-cc5f-4d7e-baec-6972afd6e599;( - );( C );not reliable identification;1.51;not reliable identification;1.44;
89d751e0-77a8-45b9-8b63-9f34612e8456;( +++ );( A );Enterococcus faecium;2.45;Enterococcus faecium;2.42;
8cf73059-87f4-423b-a16c-dea9dc66bdd9;( +++ );( A );MIX!Streptococcus constellatus;2.49;Streptococcus constellatus;2.41;
93ff40c1-07a2-4217-b285-89b57748b2ef;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.07;
a73fc42c-8a54-423b-aea4-5e07d67fb029;( ++ );( A );Staphylococcus epidermidis;2.03;Staphylococcus epidermidis;2.02;
c1715cd3-4f23-4bda-8e36-9d0226779ce5;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;1.96;
d144d59e-bffb-44a6-9df2-8837bef35216;( +++ );( A );Enterococcus faecium;2.51;Enterococcus faecium;2.4;
f06fc579-57c5-40d4-a530-ea6203adfc16;( + );( B );Propionibacterium acnes;1.76;not reliable identification;1.69;
742ee9f2-e14e-4782-b12b-0656f614bf1c;( +++ );( A );MIX!Propionibacterium sp;2.43;Propionibacterium sp;2.15;
42338594-9bfc-4455-bcd2-907189f64f0a;( - );( C );no peaks found;< 0 no peaks found;< 0 
8c2d3bc4-92d9-4a8a-a524-7e21fe3eea41;( ++ );( A );Propionibacterium acnes;2.23;Propionibacterium acnes;2.17;
04ab4266-4e39-4f68-9528-b5d5dfa533c4;( - );( C );no peaks found;< 0 no peaks found;< 0 
0bc742bb-5642-4d86-84f9-2b26ed78c4fd;( - );( C );no peaks found;< 0 no peaks found;< 0 
1d458193-2246-476c-bdb9-2751831fb150;( - );( C );not reliable identification;1.51;not reliable identification;1.44;
5adaf622-07cc-4ba4-9f48-3c6102fad458;( - );( C );not reliable identification;1.47;not reliable identification;1.42;
713ed05d-0245-41da-bf1c-ce588e747ba5;( ++ );( A );Haemophilus parahaemolyticus;2.23;Haemophilus parahaemolyticus;2.13;
774d7158-14a6-4aa0-a0ab-3417fdfdc05a;( ++ );( A );Streptococcus constellatus;2.29;Streptococcus constellatus;2.09;
89d4e2b9-6d15-4ba4-946d-778e329d2a7a;( +++ );( A );Haemophilus influenzae;2.52;Haemophilus influenzae;2.38;
9715f969-c18b-4849-ae20-22c9e22ba315;( - );( C );not reliable identification;1.61;not reliable identification;1.55;
a1378398-75c0-4542-affa-43765df192a8;( - );( C );no peaks found;< 0 no peaks found;< 0 
a144bdfa-cadd-44ac-9f48-202d84965ba3;( + );( B );Streptococcus constellatus;1.97;Streptococcus intermedius;1.79;
a6ae551e-3934-4f82-87f0-c5eb083fe67e;( ++ );( A );Haemophilus parahaemolyticus;2.22;Haemophilus parahaemolyticus;2.14;
50d4755b-6c11-436e-a094-197c3f08aebb;( ++ );( A );Staphylococcus aureus;2.14;Staphylococcus aureus;2.1;
6f6b69cb-f311-4428-9827-5ac02a81bcfe;( ++ );( A );Staphylococcus epidermidis;2.08;Staphylococcus epidermidis;2.07;
c8d05c73-b4cf-4c60-a47a-01440a9fb8bc;( + );( B );Haemophilus parahaemolyticus;1.85;Haemophilus parahaemolyticus;1.74;
d7836ca0-9055-41b3-a314-012935304752;( +++ );( A );Streptococcus constellatus;2.34;Streptococcus constellatus;2.18;
e5e0718d-861f-4d50-a038-5948ac302cf0;( ++ );( A );Escherichia coli;2.23;Escherichia coli;2.18;
ef43f999-0407-4a3e-a2e7-a1e3b6e62c41;( - );( C );not reliable identification;1.64;not reliable identification;1.58;
f08dc8f2-68e5-4f02-b83e-c1629dcedcf0;( +++ );( A );Haemophilus influenzae;2.33;Haemophilus influenzae;2.2;
f79dd450-761c-4546-bef8-89b24262ec93;( ++ );( A );Haemophilus parahaemolyticus;2.2;Haemophilus parahaemolyticus;1.99;
e9583a59-63ac-4a02-9d89-af6cae1a7fe5;( - );( C );not reliable identification;1.51;not reliable identification;1.5;
e96432fb-7bff-4cf2-9fa9-478ab207c16c;( - );( C );not reliable identification;1.22;not reliable identification;1.18;
6432a919-41a0-4a61-977f-30a4322d5926;( - );( C );not reliable identification;1.62;not reliable identification;1.35;
a12aa3bb-58c0-48dd-a827-cd8250545fcd;( ++ );( A );Staphylococcus epidermidis;2.06;Staphylococcus epidermidis;1.88;
e0caf06c-25f0-4001-8907-f65bc08933cc;( + );( B );Actinotignum schaalii;1.96;Actinotignum schaalii;1.93;
14a5d31f-f9b4-46ab-b71b-6d9881c7f5ca;( +++ );( C );MIX!Gardnerella sp;2.6;Gardnerella sp;1.99;
253bcb4c-3655-4f35-84f8-fe28c33f4b10;( ++ );( A );Gardnerella vaginalis;2.09;Gardnerella vaginalis;2.06;
