2bb162b5-358e-49e7-9ba1-6d521a224b0c;( +++ );( A );Staphylococcus aureus;2.31;Staphylococcus aureus;2.31;
09843ba3-8de3-4900-8c21-ae810bca903b;( +++ );( A );Staphylococcus aureus;2.45;Staphylococcus aureus;2.44;
4c6c3d3a-46e0-441f-8ec3-4273828ad3ff;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.24;
3893e677-cdd0-4a8d-8d9b-297266b6248b;( +++ );( A );Staphylococcus aureus;2.42;Staphylococcus aureus;2.39;
58f60e60-430e-4f71-89e3-0da3e99ecae9;( +++ );( A );Staphylococcus aureus;2.43;Staphylococcus aureus;2.4;
83282467-6657-44f2-af7a-7de694fa4503;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.35;
91fffa0e-ad13-4920-9047-c211bd4a737d;( ++ );( A );Staphylococcus aureus;2.29;Staphylococcus aureus;2.26;
9b2246c9-c397-46d9-a3b2-85899fb93d01;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.37;
9ce0aa7e-e9e2-487a-8c40-bacf261db47b;( +++ );( A );Staphylococcus aureus;2.34;Staphylococcus aureus;2.26;
a9c7a175-5692-40c3-b2e3-7b33f1521ebc;( +++ );( A );Staphylococcus aureus;2.45;Staphylococcus aureus;2.42;
d1f4658c-227a-4e3a-8175-f7d15b026d97;( +++ );( A );Enterococcus faecalis;2.36;Enterococcus faecalis;2.3;
d2c25476-7f29-4bf2-9674-f09ea0b155e6;( +++ );( B );Escherichia coli;2.32;Escherichia coli;2.27;
ff4197c9-4cea-4930-adc4-818df2a6aa0c;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.37;
2018-01-16T09-38-35;( +++ );( A );Escherichia coli;2.31;Escherichia coli;2.27;
2018-01-16T09-38-35;( +++ );( A );Escherichia coli;2.31;Escherichia coli;2.3;
2018-01-16T09-38-35;( +++ );( A );Escherichia coli;2.34;Escherichia coli;2.26;
