001c791c-76b3-4281-815e-ef33b2163647;( ++ );( A );MIX!Aeromonas veronii;2.28;Aeromonas veronii;2.1;
00349374-d6f0-445c-91e6-a5352c90af67;( +++ );( B );Escherichia coli;2.37;Escherichia coli;2.26;
01f08b45-d245-444e-900a-0a81ce0b894c;( ++ );( A );Staphylococcus aureus;2.21;Staphylococcus aureus;2.19;
0212e02a-ce80-4870-889d-d634b68063b7;( + );( B );Enterobacter cloacae;1.91;Enterobacter asburiae;1.91;
0335ec91-30f7-4c5f-bfe8-c1a199972ff8;( ++ );( A );Candida albicans;2.1;Candida albicans;1.97;
034eadef-5756-4892-a50d-66bd43b80668;( +++ );( A );Haemophilus influenzae;2.46;Haemophilus influenzae;2.43;
035e7271-3c55-488e-abcb-796c4930a539;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.24;
03f22188-4202-4d5f-b43b-c3f6da79fb86;( ++ );( A );Staphylococcus haemolyticus;2.07;Staphylococcus haemolyticus;1.86;
041c70b2-85af-4336-b1d7-a2cd221b1fd0;( +++ );( A );Corynebacterium simulans;2.38;Corynebacterium simulans;2.28;
0474e8ac-8540-48d0-9d87-22d14e0cbcb4;( +++ );( A );Hafnia alvei;2.32;Hafnia alvei;2.27;
0514b3bc-74ab-43c8-9cc9-c8af6ad05868;( + );( B );Aerococcus urinae;1.93;Aerococcus urinae;1.77;
052aaca0-a894-4692-9035-fb6c7d0a2d2e;( ++ );( C );MIX!Candida albicans;2.24;Candida albicans;2.21;
0576f7c0-cf10-445d-91e6-512a41a1be44;( + );( B );Streptococcus vestibularis;1.93;Streptococcus vestibularis;1.83;
05a3f05b-1026-4018-9167-9e95ae32ce32;( ++ );( A );Staphylococcus aureus;2.08;Staphylococcus aureus;2.02;
05aa1c1e-1e82-4ea9-8394-1073a2ba48fe;( +++ );( A );Prevotella histicola;2.39;Prevotella histicola;2.29;
05b7c9e8-e723-45a1-907b-cbf7f96e2bca;( - );( C );not reliable identification;1.01;not reliable identification;0.98;
05c989fa-0530-436f-a779-bbb584d70c0e;( + );( B );Gardnerella vaginalis;1.83;Gardnerella vaginalis;1.82;
067eced0-b8fb-4682-bba1-22bd4abec825;( +++ );( A );Staphylococcus aureus;2.44;Staphylococcus aureus;2.38;
07e20867-1151-40dd-b428-176092d84dfe;( +++ );( A );Enterococcus faecalis;2.46;Enterococcus faecalis;2.36;
07b5d0ca-11fb-4c04-8b2b-daf2642f0cd5;( ++ );( A );Staphylococcus aureus;2.22;Staphylococcus aureus;2.2;
08d46d21-0739-4fff-bb1a-65039b807cf0;( ++ );( A );Streptococcus vestibularis;2.22;Streptococcus vestibularis;2.05;
0969d909-b8fa-4f3e-ad4d-e46dbc117cfa;( +++ );( B );Citrobacter amalonaticus;2.45;Citrobacter amalonaticus;2.36;
09911cf1-df1e-4c68-b532-f2f214420dc2;( - );( C );not reliable identification;1.68;not reliable identification;1.6;
0a3398c2-d744-4f3a-8367-0aa0fb496e88;( + );( B );Rothia mucilaginosa;1.87;Rothia mucilaginosa;1.81;
0a88568c-e9e7-4270-9e06-bb350453dce8;( +++ );( A );Streptococcus agalactiae;2.39;Streptococcus agalactiae;2.35;
0a9f13f7-1d53-4e96-8def-bb79d37cf0c2;( +++ );( B );Escherichia coli;2.47;Escherichia coli;2.46;
0abe4d83-a0a2-401c-888b-c72cc85de23f;( ++ );( A );Streptococcus oralis;2.18;Streptococcus oralis;2.14;
0affd807-f209-4d40-b7b2-ad16b7a578de;( +++ );( A );Staphylococcus haemolyticus;2.31;Staphylococcus haemolyticus;2.05;
0b398b94-62b7-4e44-8e1c-deba13157f86;( +++ );( B );Klebsiella pneumoniae;2.48;Klebsiella pneumoniae;2.45;
0b7ea0a0-5552-4bbe-8418-141c24475d19;( +++ );( A );Staphylococcus aureus;2.32;Staphylococcus aureus;2.26;
0b8e99fd-b613-4ba8-bba6-a2a99b37268f;( ++ );( A );Staphylococcus haemolyticus;2.22;Staphylococcus haemolyticus;2.02;
0c3d8336-4e3b-4911-8222-e0cdc2c62d51;( +++ );( B );Klebsiella pneumoniae;2.36;Klebsiella pneumoniae;2.35;
0c5de248-d10c-46b6-ac4d-31366cfc1a37;( +++ );( B );Klebsiella pneumoniae;2.36;Klebsiella pneumoniae;2.33;
0bffb634-3ccd-43aa-9213-7075029c9c0d;( - );( C );no peaks found ;< 0;no peaks found ;< 0;
0e262e1f-ea96-47b7-a92e-4acfb06b26eb;( + );( B );Staphylococcus epidermidis;1.92;Staphylococcus epidermidis;1.85;
0eac282d-9d40-440d-be72-6af7f786828d;( ++ );( A );Streptococcus oralis;2.25;Streptococcus oralis;2.16;
01af2d83-3099-4ee2-8c01-481d10b061a5;( ++ );( A );Escherichia coli;2.15;Escherichia coli;2.13;
0edb8504-fe3e-497b-95e9-6604d1d36b7e;( +++ );( A );Proteus mirabilis;2.4;Proteus mirabilis;2.38;
014ae8d8-19e0-4535-b266-29543010bb36;( + );( B );Clostridium bifermentans;1.95;Clostridium bifermentans;1.95;
0f0a72ca-9d0c-46d7-9a55-12415dfe0ec3;( ++ );( A );Candida glabrata;2.21;Candida glabrata;2.04;
013366c1-0e87-4538-8f63-44b35f5fc1f3;( + );( B );Weissella confusa;1.95;Weissella confusa;1.79;
0f698246-5167-452a-9d79-b77b5c94ae61;( - );( C );not reliable identification;1.32;not reliable identification;1.23;
0fa73307-a04a-4d55-8dde-064aa071ca3b;( ++ );( A );Aerococcus sanguinicola;2.23;Aerococcus sanguinicola;2.17;
0fac0687-a9d0-4af7-bf9b-6c36151d8c3f;( +++ );( A );Enterococcus faecium;2.45;Enterococcus faecium;2.34;
0fad9659-e044-419c-8001-016c8cc88207;( +++ );( A );Escherichia coli;2.47;Escherichia coli;2.37;
105621a5-f120-4691-a8b0-e3f5844704ce;( +++ );( A );Escherichia coli;2.51;Escherichia coli;2.41;
108c1f51-4806-4547-b457-a387dfd67cf5;( - );( C );not reliable identification;1.29;not reliable identification;1.2;
10c023ab-fa2d-4dce-b5f6-49f1cef0b27e;( ++ );( A );Enterococcus faecalis;2.21;Enterococcus faecalis;2.2;
11123183-e7a2-4603-b35b-96214a97efaa;( +++ );( A );Enterococcus faecium;2.47;Enterococcus faecium;2.27;
11147e6f-8269-4b4c-abdb-f1535ea89c1b;( + );( B );Streptococcus salivarius;1.89;Streptococcus vestibularis;1.88;
11327202-cfb0-4537-b6ce-4200841f16cf;( - );( C );not reliable identification;1.6;not reliable identification;1.57;
12052637-6782-4155-afc2-98f00f959b53;( +++ );( C );Klebsiella oxytoca;2.36;Klebsiella oxytoca;2.2;
12549ee7-37f9-4a09-9282-daf22c2a21e0;( ++ );( A );Lactobacillus salivarius;2.23;Lactobacillus salivarius;1.75;
